N,P,K,temperature,humidity,pH,rainfall,crop,best_season,planting_months,cultivation_duration,harvest_months,water_requirement
99.95774099187491,59.73314685905199,45.02646011780344,25.02333278074764,74.17531264691308,5.836039373646103,589.1353193057996,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
110.72873262543708,63.665050856576606,35.924738560981105,26.8198274411082,77.94596991499478,7.030886072619536,484.1632682962793,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
103.67737974298906,77.7265530452798,35.731729793302904,27.66850048126127,69.78432497376181,6.613994852816722,655.6584078397881,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
116.0905602377508,71.81393590645783,35.0215057611974,23.31592240726829,68.57774862700421,7.111594802127422,532.6481191657,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
91.51280546208142,53.69156370770975,64.59049768832486,23.40148260533416,65.26946891387696,6.2413034323282,516.8963489084957,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
124.18274656130563,57.7085689852541,35.62728537005705,22.64194756704774,74.38919935339943,6.112326025823498,498.0850210549624,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
99.1967348344653,65.4783763557627,42.60481259771571,22.62036961978025,68.63016239695284,7.116752221544127,769.9020697364048,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
105.24587528138944,62.35556849433491,56.82737966404832,25.400836630062795,67.08847983974772,6.432294593726373,754.1535828818872,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
112.4277792550272,52.85169610497693,41.01407143299077,27.664568715582188,66.71892306757867,6.378852073394224,545.9848690885692,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
108.22643286212369,68.17097721379628,55.75591724482533,27.259362944732302,63.16572512118197,6.336297117617109,758.1117019919132,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
92.68962536208149,63.94068405335495,59.62207522447191,25.409914906467552,68.79015560895104,6.660357425509842,746.2919851933179,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
90.54559383343523,59.09658640155774,55.939714144933774,24.964070023595838,62.36923410188964,6.9063638655183714,574.6409070785054,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
106.42091137405713,56.94046139600452,39.09113315088375,24.973923525299483,68.42237808868163,6.075363981523698,497.7063638922708,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
115.09033602543911,59.491262221630485,64.19434134280726,23.188784450941466,60.18401795250759,6.071203871086817,590.66514249907,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
123.56831812157836,50.95983380432974,63.20539504187724,24.1470469518492,60.16902992124921,7.048904091531069,651.3670131475084,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
105.48200047739547,69.41666850193566,36.34305166065461,25.261573449467758,73.07555845912313,5.875666678289617,626.3137342782543,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
94.18642535631584,74.67943781581668,41.30142011876209,25.29773380663621,77.75635280671638,6.351717107914045,581.3127791447722,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
110.1428029761422,74.04927769494103,48.246020311366905,24.400931637192397,63.00990996145171,6.486859006257479,751.6056272900205,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
100.3078259275672,76.547802405349,52.31061205071675,26.236348687828183,69.8090881703957,6.1096066541549705,566.1183208441633,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
129.6836874811528,53.91055039144376,58.88205576190812,26.818798533617475,60.88291124174911,6.352685443480356,637.5091786519894,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
111.4997501469294,51.4789898722751,35.0704242160236,27.283903464787468,68.25822379178426,6.142719822202416,697.7865897340056,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
106.43842432143612,69.4351111582468,56.36215976743792,22.72758936015482,62.27523917609099,6.0498309437377245,505.4682071590536,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
124.13385990434897,75.90474351388454,58.17567775287633,27.642382203673264,65.21332765124204,6.036367049313598,742.9764669613442,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
103.48808140675813,57.875258127996325,38.65667636241077,26.61550335544952,71.93445980212434,6.51365989366122,667.2834801631509,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
104.54057829477068,69.23018171962104,62.0377762338969,24.156033943094723,69.50718135361737,6.029488366865722,602.0508191689995,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
119.15482037954384,77.95738197792367,43.36615778782895,22.84521162370517,72.49887540815664,7.130295688211603,500.244054982616,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
125.7509675104778,65.89427171210163,55.08045052288388,25.61808318018753,61.1426543868666,6.964203496274633,528.09939919487,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
102.5973290983573,53.86936723781496,49.0538371126126,22.2315493716288,77.57762291825705,6.637628505974426,489.9105930952032,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
106.81341556781996,76.85300087198733,64.47957234480708,23.649373949542525,60.65599748553792,6.691866574905078,531.7240620110693,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
96.14997248411672,77.65180008354984,57.72407152169309,27.435096339995837,70.3249564640012,6.824387381812413,706.9378252142095,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
117.5317199370902,56.59168250331191,48.160150904091466,23.202038926578656,64.22013383415052,6.894802555831518,730.8648057913092,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
123.54487184792228,69.64327253852781,41.85277556925261,24.71957063515516,75.8437987655049,6.183616492539766,580.7491697307954,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
98.38076897250129,63.659862494258064,62.253126436167946,22.700824646403717,65.4631924073989,5.946272443455541,710.4857356631667,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
126.902896196232,67.05416606470459,45.91176563407053,26.123698026478767,61.91508397326715,6.859154016893429,562.356946688523,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
123.57632150437088,63.44512541063956,54.10078743073825,26.16105902227792,60.79422415144494,6.109732947729357,696.6635880507034,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
114.70907696247176,63.68977771467196,61.822741077735365,26.63344165535966,69.46426373768797,6.497016852720047,749.3787868892222,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
99.203379674299,62.18246397679313,59.78652127325661,26.80811234962149,68.21009642696713,6.118685550147149,647.8196306744799,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
115.6883854801079,57.36894722146444,38.2783833610448,26.836580487764486,67.06954950256758,6.912137915129999,511.6699594907862,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
103.85877148314668,79.19136048542484,64.3920300432158,23.628288370477502,77.1021884399488,6.175586428634979,493.11303111996494,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
94.03011375838304,71.22568456934128,35.93524727335764,26.230379705232277,69.01973005296688,7.018275366689139,524.3688093162572,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
128.41065433968265,70.79508080761538,59.041146063909096,22.76387127248035,63.513445959371694,6.356688980025854,587.6200728015858,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
112.07314934136674,68.95324530958266,42.71355511996084,23.40690404069902,69.61296056624818,7.128115713264187,534.3227194262835,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
109.24502767267384,60.001035143496885,48.473702417907525,27.793919048598475,60.29712245015008,6.598930410573105,619.388530564067,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
117.43505100345858,74.99813846107543,42.49876943718487,24.48908110180957,74.65446830826613,6.653339913655689,667.2623313257133,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
102.55128573222916,54.25533192850956,41.41403631988199,24.218426865236133,69.72115083805362,5.947719104961681,698.5822640608399,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
119.18713654588964,51.56137516268394,61.527355217868624,25.964364358654908,79.01212743159746,7.0077452281240165,621.8625026472637,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
111.29217455392666,77.1596548512827,37.49116273430559,25.51517830316753,79.52156664945038,6.067472616192156,621.0415819012218,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
129.53048460572748,61.66554489422349,36.42246908420255,25.508540850023827,76.324557037256,6.921640104613455,673.4018301064987,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
119.69240982134896,73.11235361205931,49.98855235996286,23.19125715320921,69.8965691324284,6.227300342180403,791.597626252318,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
101.21852896818608,71.93308949010687,42.26550336781303,25.98017566573896,68.16475038692597,6.040393984563163,649.5468444678626,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
94.71754699496934,69.64823313701964,43.498895839931066,23.73992435586485,72.5781028984723,5.800340108208317,520.6195384557365,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
99.34436128144948,73.35115713636473,53.257147795219225,27.601692267010563,77.34709278230716,7.159266596029817,599.553811050899,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
105.84989387265624,78.91452983564541,51.169426233503614,26.088763675103028,61.27071444847837,6.203031304668782,518.4867082011542,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
104.95754854415098,78.52824055597503,35.66608438963551,26.22117004108918,72.89712086859454,6.225213392284556,774.7422356158661,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
111.3688163972499,74.71405249761614,38.09440282635083,23.925612629916643,65.0450566771034,7.120228993504031,734.4233219779726,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
105.39834890550227,62.06884034228956,58.49870277316599,23.08750153330931,74.24015922396325,7.147898731173026,520.529879311102,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
105.0524726781999,60.89567371148675,36.568060026847895,24.523781421272915,69.61883216168607,6.7597540687876725,619.5886134784146,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
122.10242992606511,64.59174884266682,43.95351983443282,23.16876281586356,76.32067004604137,6.693329816115034,572.208683448769,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
91.61300958883804,52.84305413103782,35.20364522070769,23.416047581942276,74.61029308052653,6.0141204610655965,502.0768027873471,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
95.9707205067699,57.22988773987754,63.08376714620404,27.97481420667951,65.77619939908179,6.528224312234154,596.7417908185142,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
103.40034279830785,56.21847567649207,46.33390471728234,27.240348747455315,67.89980541098065,6.2433580984236965,696.7372669754052,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
92.6356866012789,55.73867470089543,47.22215814834046,23.73749622802436,71.54399492845123,7.111728955472174,600.7206354290225,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
95.08134303892928,51.7560980024015,44.16240495628254,25.984444727199005,65.10174444842797,6.020725437515671,535.6833433651598,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
112.31240502941738,61.38384141780394,50.19649999725642,26.5645558503217,60.316761418897485,6.587962332100444,580.277662226329,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
124.85107952484628,55.77744897375584,37.92856281605447,23.770653161105717,74.66803698669811,7.056914128948836,591.9665483671675,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
95.03209345384204,67.67994934843185,50.75422555308889,25.307904343976887,67.19086289040007,6.084190982867676,624.5980942887289,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
93.8766930826798,66.44064491687405,56.082148978687606,26.781685024093875,71.80852206215783,6.909784768093052,681.3176251629654,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
117.09367384326066,50.732806488219,47.3524300277073,22.915948987244704,74.20346533180322,6.266130345747323,694.2118605611658,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
126.5282384725669,73.93407116625824,62.64373208649592,23.296814873865525,71.81743845948517,7.169908353705766,483.4144406419721,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
124.39417961340487,57.55444106027395,64.43088467345228,25.736447658264865,68.25678795517813,6.659191157361247,733.931968713226,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
120.33614692136813,50.65959566117971,59.50633957681349,22.51359731693661,63.6691576951773,5.819528626168676,690.2780284996074,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
117.84125627956456,60.27425657558913,38.23887344332507,24.190563521390835,72.22989705438398,5.897504214847571,668.4595272200154,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
110.38942040015748,62.673373700926376,46.94261534708693,25.123932122404668,74.84402018242265,5.837025663636735,587.3783045429303,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
103.1751226813687,67.63386215199117,60.41890236606481,27.85612094514697,77.47111152454178,6.417784071450096,485.74651640004834,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
128.77757502703514,70.79628626656603,37.12748574315709,22.44706277091184,70.20785442697414,6.065105226108608,726.823405829392,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
115.77692678519269,50.850123511501536,59.85590778744525,27.04863855973747,72.35389172377182,6.903585291439161,562.8912461130711,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
91.61320644206052,56.03409627771132,40.35886630262898,26.25206031979304,64.29709212849997,6.272847195428786,613.9038390961466,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
100.82698423861156,50.87512005722223,53.15304866711452,25.051233348986248,69.53507751016656,6.354042761786296,575.5750903640159,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
124.31062193489768,64.84948384137383,38.927937563803326,27.201646256983075,74.93486615596319,6.774710010569781,545.9436095798961,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
123.0123360969193,53.77821923142502,62.09292521147929,24.647378014550306,61.30001577897777,7.00992284316618,628.6664846205588,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
122.1230256935098,62.95415302357736,58.574254527330496,26.466209225823945,72.38890147636306,6.447439543891207,781.1090521096941,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
121.40287446254052,74.64733075282514,51.63467342963512,24.918232604950887,69.2523854386746,6.051716938893105,629.6826339064255,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
122.44650415516529,50.9847649645772,49.0357838790248,27.80843501745807,75.0597238607837,6.705269587120577,745.610458760984,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
111.93603746967646,55.9194191172818,44.517656493491,22.295641921496628,77.04877771283746,6.194701372452185,649.8748909723123,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
122.5077217350313,53.97811972240433,42.00188808374381,22.310114079466796,63.17072316999847,6.43471884784582,645.4786841962658,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
121.59458484142156,68.55038921136372,38.39299218271467,26.581662877684952,68.94664853332375,6.018864013749974,619.8507921439267,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
113.22948559189408,61.64399243006748,40.12280850351157,24.38133635853424,74.87088539274589,6.117571943255693,664.1603259100989,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
96.82709741208934,69.88718757033698,60.57616222567901,24.540632829398756,70.29855017721344,6.16111530950166,637.2845522661846,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
113.80185379695044,52.70587100600733,53.180450074383295,27.85316397412541,66.66483481101456,5.925484482626465,786.9553393036231,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
118.16417443086549,67.69187108229397,48.49738343256516,26.29397591243387,75.76319576271413,7.001722731665487,786.1874136137802,maize,Summer/Monsoon,"June-July (Monsoon), February-March (Summer)",90,"September-October (Monsoon), May-June (Summer)",Medium
154.99997459931106,35.767683737928664,122.72413664776784,29.990361729040814,78.28837622888155,6.260433075366263,601.7854371926684,cotton,Summer,April-June,180,October-December,High
142.79759713558516,33.96970456005268,149.03241097820248,27.41506226856061,67.74307929008913,6.57059921547252,817.0478108928518,cotton,Summer,April-June,180,October-December,High
166.52457087554967,36.41366350143957,138.03524030219475,26.3351555135282,56.19894331092469,6.129698157550413,874.4778101676916,cotton,Summer,April-June,180,October-December,High
120.69156084317912,27.60681447138144,115.46340557498476,27.536424743413757,60.7015454225005,6.057133273300066,1073.21205139725,cotton,Summer,April-June,180,October-December,High
131.94493876967746,36.75406456682953,103.20217619323942,28.086326485239507,58.2580986675582,7.697355086310545,1061.5198460338306,cotton,Summer,April-June,180,October-December,High
121.32806706176984,37.81420449454443,120.69630290262944,27.46747420667381,66.25238171477149,6.394128625423423,699.2818130959721,cotton,Summer,April-June,180,October-December,High
130.7795573417947,38.782181629736485,128.25361415183468,31.54023077658761,65.40542577580786,7.689078520844891,656.3884314607166,cotton,Summer,April-June,180,October-December,High
126.90065620968586,38.896414597434415,122.07736444399151,32.85666601944456,71.83791967043148,7.878966528222855,667.9734482965916,cotton,Summer,April-June,180,October-December,High
177.40888023545267,31.599497905805528,148.10929547459,31.42833390815738,64.54950113657365,7.783268872421647,729.783952949115,cotton,Summer,April-June,180,October-December,High
135.15978013027694,33.73554338646639,126.00903682833798,33.03541776826428,79.89010504508765,6.448848498768501,607.3271230300943,cotton,Summer,April-June,180,October-December,High
146.61598207909122,28.42204956826804,143.66271783458365,27.201292441975266,62.04842210854396,7.3508044920089395,640.8962292286377,cotton,Summer,April-June,180,October-December,High
177.37327041861766,25.060417427123227,112.39662249029035,31.500924511399315,71.34141191014051,7.841141254625694,1047.4242793911758,cotton,Summer,April-June,180,October-December,High
125.48897747577882,35.27751669556467,111.57914956444998,32.205864193706375,74.1440830261885,6.1986796959499575,988.9455835791996,cotton,Summer,April-June,180,October-December,High
176.314694375162,28.71664111130685,148.89967118691175,26.350381366805475,66.71629092490963,7.98743356867433,866.6962342475534,cotton,Summer,April-June,180,October-December,High
145.4695699605921,31.186484487164456,114.03177899382578,26.70142740177158,62.9026221985224,7.938905360275987,673.6151171595579,cotton,Summer,April-June,180,October-December,High
155.7709601641426,43.31886007908105,114.39670470466096,32.33327908716862,55.010257235979374,6.208157145566982,912.806301541645,cotton,Summer,April-June,180,October-December,High
139.15901280128244,30.044048043186617,147.7959399981022,32.126014072983935,72.20076297379953,7.831258918193845,819.5119727485537,cotton,Summer,April-June,180,October-December,High
145.46334108435062,28.135258951985893,121.32030282459864,33.46193866154373,66.30808694085741,6.982317264919575,610.8020771657694,cotton,Summer,April-June,180,October-December,High
160.8027633824562,37.7031397772787,145.47777142186013,29.441130051754065,74.53390545988,5.839670421615506,867.3828413722723,cotton,Summer,April-June,180,October-December,High
139.43373315482276,27.72501130183956,144.37815359080955,32.873488484097074,68.53338456753168,6.835677263252727,1021.4952945531364,cotton,Summer,April-June,180,October-December,High
168.255669262707,38.18311089200269,119.90274203394688,30.85852122433168,71.85480291537502,6.929993444643032,985.4618518444224,cotton,Summer,April-June,180,October-December,High
125.74140696348007,43.29168870443496,104.55181574727207,28.73650296372984,64.70303641921242,7.226060190386823,798.3333498253429,cotton,Summer,April-June,180,October-December,High
124.02562395779272,36.87411565902869,138.60158929861774,29.056193902554423,71.9887959143171,7.622068067350507,681.8545869090121,cotton,Summer,April-June,180,October-December,High
172.91128804924097,34.705614342203965,127.1016672548601,33.97419050078174,71.40365229618605,7.821884209463077,1031.9565808102425,cotton,Summer,April-June,180,October-December,High
143.59022607385586,32.755286570595,114.34334374913968,29.48160873369002,61.860315790892045,6.390875129532526,1013.3102095102652,cotton,Summer,April-June,180,October-December,High
130.36920308738715,31.890117867881266,103.07715170674184,25.69861920684661,71.94027955248986,6.393942001082016,968.842114136276,cotton,Summer,April-June,180,October-December,High
147.81287035553532,34.406480958744126,143.67876528798672,33.85015324547258,60.538178797559176,7.478157916326772,846.2770648166639,cotton,Summer,April-June,180,October-December,High
120.5723372415327,33.05780062100097,145.36215836385395,31.707472004717733,76.18387634773417,7.428688667856693,860.5638596803558,cotton,Summer,April-June,180,October-December,High
151.23123201849086,38.10766398926906,120.91815192143966,30.29644527035133,63.694252440110944,7.3711369220627825,1013.3914690849851,cotton,Summer,April-June,180,October-December,High
144.48120547710488,38.74929608099456,112.49337326289648,26.546848481848613,66.28867557043561,7.208552012895008,1021.1948360311142,cotton,Summer,April-June,180,October-December,High
179.5898243360087,27.12184099895904,111.65265939924294,29.181315997936228,77.7753924994805,7.890835453260605,1059.9972895110657,cotton,Summer,April-June,180,October-December,High
129.66600139538534,44.920255667644966,108.99998083053434,25.977072753867585,55.374962509428414,6.905604734788451,1007.2405086866452,cotton,Summer,April-June,180,October-December,High
136.62152693217746,42.24669832879464,114.17305746320396,25.204016106882065,70.11222455646148,7.310862584620199,923.6254235747504,cotton,Summer,April-June,180,October-December,High
144.55497442712385,30.7838630393174,140.4488874806854,27.2149354885964,55.86997999670875,7.56080121460176,819.3714970524602,cotton,Summer,April-June,180,October-December,High
169.6294889056574,33.50004828246395,113.77233398952544,31.06512225323219,70.10648789967313,6.3830768199092045,857.372294055458,cotton,Summer,April-June,180,October-December,High
125.46824034538244,39.37207481380391,110.68683439909552,29.491482027322125,66.0030192746234,6.233297986459187,798.1239937331488,cotton,Summer,April-June,180,October-December,High
142.28780036006827,33.9782344518558,126.85846608020144,27.27778341617801,69.59645668270039,6.247778149459971,674.7607789754542,cotton,Summer,April-June,180,October-December,High
144.72561657795234,25.71224300545683,124.89881512936968,33.80421902873605,65.84309257078553,7.0191733875442,868.2436180582398,cotton,Summer,April-June,180,October-December,High
135.13338805383714,41.21460930460825,147.3585308421697,32.070311693228845,59.43704587477529,6.099052044208105,838.8717861625047,cotton,Summer,April-June,180,October-December,High
139.53020028756814,27.87375250368425,135.49665367171232,27.14176252739587,56.50182920887456,6.974195910077178,669.0405460753492,cotton,Summer,April-June,180,October-December,High
130.57166436985486,37.12433284441532,116.84609565383728,25.092415884055143,75.20392622560531,7.088069064293078,751.5137409515155,cotton,Summer,April-June,180,October-December,High
131.28351398874457,33.56038704879288,132.91418917130787,25.86939560692254,60.57375021394384,6.3803733648819865,605.7935689442966,cotton,Summer,April-June,180,October-December,High
177.77222964010858,36.78941606186494,123.55862796890708,30.189373642647567,70.1439872339743,7.061483576974949,1045.392302333773,cotton,Summer,April-June,180,October-December,High
134.23526181942825,30.25267224732147,125.22105198576064,33.28378145601646,63.0744683340952,7.436908792702871,841.5452194478218,cotton,Summer,April-June,180,October-December,High
168.35820772025724,30.78995730239439,133.20628696416753,25.67796395828113,73.08951751099953,6.738502182319666,1026.7772907491726,cotton,Summer,April-June,180,October-December,High
161.49033274881566,42.66699402044208,124.78585050391378,33.4522555816074,68.13579995774106,6.489151629075408,961.7597461965988,cotton,Summer,April-June,180,October-December,High
171.94363422640762,39.4884468053863,120.19055026237496,27.20066254784692,64.71327870015105,6.2724379052983865,770.8648275994734,cotton,Summer,April-June,180,October-December,High
