crop,temperature,humidity,rainfall,soil_ph,nitrogen,phosphorus,potassium,wind_speed,soil_moisture,month,season,water_stress,nutrient_stress,temperature_stress,disease
mungbean,30.53,63.8,185.84,7.71,34.19,25.09,44.56,16.73,68.19,11,Summer,1,0,1,rust
mungbean,21.06,42.69,79.45,5.88,27.27,47.03,39.02,19.45,51.39,9,Summer,0,1,0,healthy
mungbean,25.88,77.49,202.85,6.69,65.37,15.6,54.58,22.54,64.23,9,Rabi,1,1,1,healthy
mungbean,21.03,58.42,232.44,7.9,38.11,39.08,56.54,14.17,32.69,2,Rabi,0,1,1,healthy
mungbean,31.0,49.65,98.1,7.99,35.46,44.2,45.93,17.83,66.54,9,Kharif,0,0,0,bacterial_blight
mungbean,17.52,64.94,168.31,5.6,69.55,14.16,31.18,21.7,30.45,1,Rabi,0,1,0,bacterial_blight
mungbean,28.82,52.26,155.23,7.86,79.75,45.44,17.55,21.78,41.52,1,Rabi,1,1,1,rust
mungbean,21.57,65.52,170.57,7.95,57.32,41.73,55.21,17.42,33.02,7,Rabi,1,1,0,rust
mungbean,30.06,60.99,111.6,5.89,67.78,22.87,28.5,16.03,54.87,4,Kharif,1,1,0,healthy
mungbean,23.35,54.69,188.01,7.45,32.43,31.33,37.6,7.24,53.64,7,Summer,1,1,1,healthy
mungbean,28.43,71.21,216.97,5.84,56.23,42.68,28.95,20.97,46.26,1,Rabi,0,1,1,healthy
mungbean,29.94,57.7,260.51,5.68,25.58,39.83,33.82,13.46,56.21,3,Kharif,0,1,0,healthy
mungbean,26.5,64.64,255.27,6.98,76.1,28.6,57.78,20.76,35.41,6,Rabi,1,1,1,healthy
mungbean,24.69,44.19,121.3,6.98,34.98,18.09,25.01,20.04,64.73,10,Summer,1,0,0,healthy
mungbean,24.68,50.87,78.32,7.88,64.41,32.94,35.63,18.17,33.01,5,Summer,1,1,1,healthy
mungbean,34.95,64.68,69.64,5.6,56.8,44.3,35.42,11.18,66.73,5,Kharif,0,1,1,healthy
mungbean,32.34,53.02,273.17,7.91,28.11,33.92,52.92,7.7,48.5,10,Summer,1,0,0,healthy
mungbean,24.88,58.2,79.8,6.58,40.24,48.11,45.54,7.59,47.42,7,Summer,0,1,1,healthy
mungbean,28.59,48.88,227.13,6.19,58.56,16.64,46.92,16.87,34.0,1,Rabi,1,1,1,healthy
mungbean,20.76,68.31,154.0,7.96,65.35,31.17,58.3,21.05,30.18,3,Summer,1,0,0,healthy
mungbean,32.25,69.45,211.87,6.08,43.46,20.36,49.72,14.05,35.87,9,Kharif,1,0,0,healthy
mungbean,31.2,62.31,94.07,7.39,66.67,19.79,15.88,16.37,60.15,8,Kharif,1,1,0,healthy
mungbean,26.6,70.8,113.09,7.83,78.95,38.9,53.01,24.22,65.65,7,Summer,0,0,1,healthy
mungbean,23.24,73.59,72.92,8.0,49.12,14.52,35.49,14.28,57.16,3,Summer,1,1,0,healthy
mungbean,27.17,67.23,167.6,6.17,47.67,30.05,18.64,5.5,45.29,1,Summer,1,0,1,healthy
mungbean,23.22,57.1,124.44,5.62,56.65,35.33,39.75,16.1,66.31,6,Kharif,1,0,1,healthy
mungbean,29.68,65.0,104.07,6.84,37.77,25.04,39.43,18.48,39.41,3,Summer,0,1,0,healthy
mungbean,32.56,78.12,187.16,5.86,69.78,31.82,40.44,6.12,38.12,10,Summer,1,1,1,healthy
mungbean,34.8,65.28,248.12,6.12,43.04,41.15,25.42,15.28,64.0,6,Rabi,0,1,1,healthy
mungbean,26.6,64.51,272.96,7.38,61.42,14.18,46.7,6.98,46.3,12,Rabi,1,1,1,bacterial_blight
mungbean,28.32,55.83,110.89,6.44,34.77,30.63,55.48,20.3,66.21,3,Kharif,1,0,1,bacterial_blight
mungbean,33.98,75.38,195.12,6.68,47.36,19.45,38.96,11.25,37.21,9,Rabi,0,1,1,healthy
mungbean,20.58,45.6,158.11,5.72,23.21,36.57,54.14,20.69,45.49,4,Kharif,0,0,1,healthy
mungbean,32.21,55.03,82.66,6.14,55.18,44.34,19.09,8.51,37.28,11,Summer,1,1,0,healthy
mungbean,21.56,63.6,232.43,7.59,59.29,44.92,51.66,24.16,55.78,12,Summer,1,0,0,healthy
mungbean,32.54,59.09,94.27,5.95,32.75,22.96,50.11,8.33,56.69,12,Summer,0,1,0,bacterial_blight
mungbean,22.34,76.98,88.59,7.88,52.96,42.51,28.39,9.63,59.37,10,Rabi,0,0,0,healthy
mungbean,26.15,58.83,170.68,5.97,22.86,26.65,30.22,11.13,44.46,4,Kharif,1,1,1,healthy
mungbean,31.15,69.52,106.56,5.5,39.63,30.26,48.87,10.22,30.33,10,Summer,1,0,0,healthy
mungbean,28.08,60.22,82.53,5.87,31.15,38.9,27.74,20.77,49.23,9,Rabi,1,1,0,bacterial_blight
mungbean,29.87,47.58,163.14,6.11,59.54,25.77,45.19,18.22,45.36,11,Rabi,0,0,0,healthy
mungbean,29.52,68.79,228.55,6.66,60.12,35.9,55.98,16.72,62.9,6,Kharif,1,1,0,healthy
mungbean,26.66,43.5,118.42,7.84,70.74,32.0,26.31,14.49,44.35,3,Kharif,1,1,0,healthy
mungbean,22.77,51.91,163.52,6.83,31.25,35.49,50.3,15.56,32.81,11,Rabi,0,1,0,healthy
mungbean,20.9,51.46,271.39,7.11,31.22,12.4,33.09,5.72,67.85,12,Rabi,1,0,1,healthy
mungbean,30.38,63.12,134.02,7.67,28.69,42.53,35.51,5.18,46.38,8,Rabi,0,0,0,healthy
mungbean,27.63,46.06,246.32,7.65,50.14,48.1,20.64,21.88,46.98,4,Kharif,1,0,0,bacterial_blight
mungbean,38.58,60.55,230.64,6.41,29.73,15.79,37.16,16.04,56.29,9,Rabi,0,1,1,bacterial_blight
mungbean,27.45,72.48,89.45,7.53,49.3,41.33,41.74,13.14,52.29,8,Summer,1,0,1,rust
mungbean,33.22,51.14,179.74,6.16,45.2,20.22,44.79,16.52,33.48,10,Summer,0,1,0,healthy
mungbean,26.84,50.63,91.83,6.62,68.37,10.18,57.39,6.46,60.5,8,Kharif,0,1,1,rust
mungbean,33.62,61.53,280.91,6.47,40.69,34.95,31.85,13.87,45.52,8,Kharif,0,0,1,healthy
mungbean,24.53,78.21,71.45,6.08,52.67,34.68,34.91,11.39,30.03,4,Kharif,0,0,1,healthy
mungbean,31.42,74.96,59.25,5.76,45.77,43.42,37.04,7.24,33.03,11,Summer,0,1,0,healthy
mungbean,23.61,69.65,92.43,7.31,56.73,19.47,16.75,22.75,47.97,6,Rabi,1,1,1,healthy
mungbean,31.65,76.84,111.82,7.65,21.07,13.4,58.4,14.94,69.5,5,Summer,0,1,1,healthy
mungbean,25.53,52.13,257.37,7.01,70.97,28.57,54.79,6.04,68.58,3,Rabi,1,1,1,healthy
mungbean,29.18,59.36,203.99,6.46,34.76,14.8,56.8,18.78,54.03,6,Kharif,1,0,1,healthy
mungbean,29.17,62.78,77.45,5.62,68.14,49.87,32.79,9.34,36.52,3,Summer,0,1,1,rust
mungbean,24.94,72.12,227.39,6.15,40.6,16.49,43.49,17.91,35.34,5,Summer,1,1,0,healthy
mungbean,31.88,73.45,188.66,7.08,54.96,39.73,44.74,6.8,65.55,9,Kharif,0,0,1,healthy
mungbean,29.16,73.21,95.0,7.19,63.88,36.98,32.15,13.21,56.67,1,Rabi,1,0,0,healthy
mungbean,32.83,43.43,136.34,6.82,76.46,24.15,18.67,24.51,31.16,6,Rabi,1,0,0,healthy
mungbean,30.11,67.42,237.59,6.54,59.26,24.22,53.19,24.97,49.34,11,Kharif,0,0,1,healthy
mungbean,20.27,61.5,118.35,7.3,32.83,11.38,16.1,19.67,69.04,12,Summer,0,1,0,healthy
mungbean,31.68,74.17,155.47,7.25,26.84,34.13,42.91,22.83,56.5,8,Kharif,0,0,1,healthy
mungbean,22.97,40.27,215.05,7.03,26.61,23.22,33.85,5.84,40.79,8,Kharif,0,1,0,healthy
mungbean,24.96,75.59,57.97,7.03,39.82,28.0,18.62,23.12,65.99,1,Kharif,1,1,1,healthy
mungbean,22.71,74.47,182.25,5.53,79.72,36.1,56.87,16.79,60.64,3,Kharif,0,1,1,rust
mungbean,29.96,75.19,100.5,5.99,56.55,37.45,24.48,17.9,33.35,3,Summer,1,0,0,healthy
mungbean,22.12,60.61,209.06,6.01,61.54,18.72,43.3,9.78,35.59,8,Rabi,0,1,1,healthy
mungbean,34.18,53.64,107.49,7.01,63.26,14.08,52.74,21.79,47.8,11,Summer,0,1,1,rust
mungbean,32.37,59.22,126.24,6.02,75.64,21.61,44.28,19.58,44.03,8,Summer,1,0,1,healthy
mungbean,20.59,42.79,68.39,7.4,61.0,17.97,48.37,12.97,33.34,7,Kharif,1,1,0,healthy
mungbean,23.53,61.66,282.34,5.74,76.53,41.87,32.78,20.99,59.08,8,Summer,1,1,1,rust
mungbean,29.38,49.4,253.09,5.92,73.26,19.65,26.03,18.24,35.03,7,Kharif,0,1,0,healthy
mungbean,22.8,45.14,272.26,7.02,76.58,28.01,43.65,14.28,35.2,10,Rabi,0,0,1,healthy
mungbean,24.95,73.87,67.44,7.45,54.11,34.22,53.18,10.29,30.45,10,Rabi,1,1,1,healthy
mungbean,32.81,62.3,279.75,7.08,36.48,39.61,42.29,18.49,50.96,2,Rabi,0,0,0,healthy
mungbean,23.33,75.71,86.27,6.9,37.89,38.8,19.83,15.9,59.46,4,Kharif,0,0,0,healthy
mungbean,31.48,75.36,211.63,6.22,75.14,34.85,31.89,8.8,60.08,10,Kharif,0,1,1,healthy
mungbean,29.63,41.06,55.98,6.63,29.19,10.79,46.27,11.51,45.71,4,Kharif,1,0,1,healthy
mungbean,30.59,48.91,209.45,5.79,34.51,29.19,28.58,14.87,39.82,6,Kharif,1,1,0,healthy
mungbean,34.16,56.55,53.58,7.34,79.3,29.61,49.4,23.61,55.38,6,Kharif,1,0,1,healthy
mungbean,33.56,59.43,242.6,6.87,25.32,47.95,19.26,7.93,30.31,8,Rabi,1,1,0,healthy
mungbean,31.93,49.93,259.0,5.57,34.08,31.12,36.23,16.22,36.47,10,Rabi,0,0,1,healthy
mungbean,21.55,77.09,113.9,7.9,31.24,45.45,15.54,15.74,55.11,9,Rabi,1,0,0,healthy
mungbean,22.75,61.8,133.91,5.67,65.56,11.95,27.91,6.81,40.68,9,Summer,1,0,1,healthy
mungbean,22.9,82.62,256.86,5.97,70.14,47.25,38.3,5.3,54.54,12,Kharif,1,0,0,bacterial_blight
mungbean,30.01,54.51,116.27,5.84,68.04,26.47,39.33,5.9,47.02,2,Kharif,1,1,0,healthy
mungbean,30.27,78.85,265.14,5.86,61.1,27.31,23.26,13.58,44.55,2,Rabi,1,1,0,healthy
mungbean,32.3,75.71,134.5,6.36,25.04,29.19,35.76,24.02,51.98,8,Summer,0,1,0,healthy
mungbean,33.33,63.16,116.35,7.69,36.69,13.95,25.07,9.53,32.24,12,Summer,1,1,1,healthy
mungbean,33.24,39.89,51.19,7.35,61.02,25.42,21.91,15.15,66.67,1,Kharif,1,0,0,bacterial_blight
mungbean,20.39,77.7,177.17,7.73,28.69,17.77,57.61,18.46,50.33,10,Summer,0,0,0,healthy
mungbean,25.63,48.25,221.65,7.58,35.73,37.99,23.11,24.91,36.98,3,Summer,1,0,1,bacterial_blight
mungbean,31.49,43.29,246.64,5.95,63.85,28.96,22.13,20.47,42.51,3,Summer,0,1,1,healthy
mungbean,26.65,74.0,102.97,7.73,54.83,29.32,34.35,14.08,58.33,10,Rabi,1,0,1,healthy
mungbean,28.36,72.95,215.04,6.37,55.38,27.79,19.94,21.29,33.22,9,Summer,1,0,1,healthy
mungbean,31.04,74.78,281.99,6.0,48.7,31.49,35.51,24.01,36.11,7,Rabi,0,0,1,rust
mungbean,31.2,44.38,154.23,6.34,59.45,34.62,32.95,5.95,57.68,3,Kharif,0,0,0,healthy
mungbean,27.22,65.17,196.81,7.72,62.6,26.35,48.35,10.57,55.63,3,Rabi,1,0,0,healthy
mungbean,23.6,72.75,121.39,7.21,36.17,13.27,30.82,7.96,64.01,5,Rabi,0,1,0,healthy
mungbean,24.59,61.67,87.06,5.65,51.63,39.08,57.61,17.08,60.63,3,Kharif,1,0,0,healthy
mungbean,18.65,69.57,237.98,7.05,67.3,40.47,47.31,15.87,41.31,5,Kharif,0,1,0,bacterial_blight
mungbean,26.64,56.77,161.52,7.12,58.94,21.0,52.45,12.92,35.71,7,Summer,0,1,0,healthy
mungbean,23.52,74.83,128.12,5.96,36.95,49.58,57.83,14.14,68.67,3,Summer,0,0,1,healthy
mungbean,20.89,54.61,121.96,7.65,43.61,34.85,19.26,20.05,64.01,8,Kharif,0,1,0,healthy
mungbean,22.35,71.01,210.75,6.94,31.78,13.64,22.65,6.85,61.75,10,Rabi,0,1,1,healthy
mungbean,32.34,51.84,261.38,6.42,34.45,32.22,57.88,10.45,56.77,11,Summer,1,0,1,bacterial_blight
mungbean,31.39,55.03,146.79,7.41,44.88,48.06,38.3,9.56,69.76,11,Summer,1,1,0,healthy
mungbean,28.38,72.14,182.15,7.9,48.21,13.05,49.42,21.31,38.07,12,Rabi,0,1,1,healthy
mungbean,20.3,37.04,223.69,7.22,49.34,12.08,47.43,10.72,42.38,9,Kharif,0,1,1,rust
mungbean,29.11,43.58,109.76,7.33,33.54,28.99,42.42,13.09,68.91,6,Summer,0,0,1,healthy
mungbean,25.98,42.09,157.18,6.21,20.36,18.39,16.34,20.08,49.25,7,Summer,0,1,0,healthy
mungbean,25.75,69.64,147.95,5.61,37.05,32.32,24.67,24.77,41.23,9,Summer,1,0,1,healthy
mungbean,24.61,51.88,290.32,6.11,65.72,47.22,52.75,11.32,55.95,12,Kharif,1,1,0,healthy
mungbean,25.89,58.39,111.33,7.41,79.42,25.33,19.5,14.58,54.03,10,Kharif,1,0,0,healthy
mungbean,30.86,30.47,285.79,7.08,68.89,24.08,35.77,13.06,40.21,11,Rabi,1,1,0,bacterial_blight
mungbean,32.93,57.35,64.85,7.85,34.49,44.27,40.04,21.0,32.28,3,Kharif,0,0,0,healthy
mungbean,24.18,68.85,200.43,5.79,42.91,23.96,16.02,24.37,68.48,9,Summer,1,1,0,healthy
mungbean,26.41,71.18,292.95,7.76,56.12,35.15,33.97,7.26,54.53,1,Kharif,0,0,0,bacterial_blight
mungbean,30.25,48.38,207.73,5.91,34.38,18.48,29.26,18.58,69.27,8,Summer,0,1,0,healthy
mungbean,31.32,52.68,212.67,7.87,71.2,35.19,39.09,8.03,46.37,7,Rabi,1,1,1,healthy
mungbean,27.3,69.11,271.98,6.87,66.89,28.86,23.54,5.2,55.06,9,Kharif,1,0,0,healthy
mungbean,32.99,48.27,133.65,6.77,52.45,25.04,34.77,15.03,60.91,4,Rabi,1,0,1,bacterial_blight
mungbean,31.24,62.69,262.27,6.74,41.48,10.1,38.58,21.24,65.26,11,Kharif,1,0,0,healthy
mungbean,21.32,74.02,67.53,7.91,20.38,40.08,46.21,9.2,56.81,5,Summer,1,1,0,healthy
mungbean,22.71,64.23,65.81,7.34,76.79,22.06,54.75,22.27,48.05,1,Kharif,0,0,1,rust
mungbean,27.17,62.83,292.38,7.91,43.06,24.2,45.02,9.63,62.65,3,Rabi,1,0,1,healthy
mungbean,20.78,70.39,95.94,6.93,54.9,20.33,51.12,18.5,30.29,10,Kharif,1,0,1,healthy
mungbean,26.69,43.61,247.19,6.74,38.64,19.37,44.21,11.3,44.2,2,Kharif,0,1,1,rust
mungbean,22.14,70.56,105.53,7.35,73.79,35.2,22.22,24.48,47.41,9,Rabi,1,0,0,healthy
mungbean,30.25,41.59,164.28,6.34,21.95,18.09,47.97,17.79,63.95,8,Kharif,1,1,0,healthy
mungbean,28.41,65.5,248.79,5.55,72.83,34.58,37.69,16.16,65.2,6,Rabi,0,0,1,bacterial_blight
mungbean,24.01,65.59,149.66,6.86,41.3,15.42,44.88,8.15,63.29,10,Summer,0,1,0,healthy
mungbean,32.64,52.68,247.4,7.55,76.83,42.11,33.33,21.81,48.6,3,Kharif,1,0,0,healthy
mungbean,27.1,65.13,199.99,6.01,31.63,18.8,51.79,6.92,65.77,3,Rabi,1,0,1,rust
mungbean,28.23,54.15,125.21,6.87,52.04,44.07,31.08,16.49,51.71,5,Rabi,0,0,0,rust
mungbean,32.75,46.72,251.19,7.82,47.42,16.1,54.02,8.98,34.38,4,Kharif,0,0,0,healthy
mungbean,34.35,58.11,257.09,7.83,40.77,11.69,50.18,17.8,38.04,11,Rabi,0,0,1,healthy
mungbean,24.17,71.82,296.41,6.65,64.06,36.57,51.9,13.33,31.25,12,Kharif,0,1,0,healthy
mungbean,29.31,55.22,176.44,6.3,21.27,38.4,46.3,24.06,32.78,12,Rabi,1,1,1,healthy
mungbean,28.06,44.22,252.13,7.17,30.4,42.39,54.33,5.44,62.08,2,Rabi,0,1,0,healthy
mungbean,21.19,72.43,159.41,7.0,50.61,27.69,29.12,21.94,41.96,11,Summer,0,0,1,healthy
mungbean,22.75,52.9,259.71,5.61,76.23,42.56,29.99,6.55,57.43,9,Summer,0,0,0,healthy
mungbean,32.71,71.43,105.26,7.7,62.04,35.65,36.82,14.28,59.06,11,Kharif,1,1,0,healthy
mungbean,30.91,59.72,145.04,6.3,48.35,33.11,50.51,22.19,52.3,2,Summer,0,0,1,healthy
mungbean,28.89,74.51,84.81,7.54,50.92,33.91,35.2,5.17,47.27,3,Summer,1,1,1,healthy
mungbean,25.16,55.83,285.61,5.71,49.31,19.75,16.33,15.82,41.26,8,Summer,1,0,0,healthy
mungbean,24.77,41.78,268.29,7.94,57.53,35.44,25.89,9.88,54.23,2,Summer,0,1,1,healthy
mungbean,24.16,63.67,279.48,5.56,28.08,33.12,29.23,7.62,60.15,10,Rabi,1,0,1,healthy
mungbean,22.35,42.43,265.18,6.99,31.41,49.8,47.05,20.77,30.86,1,Rabi,0,0,0,healthy
mungbean,24.82,71.43,294.18,6.21,67.37,32.23,24.3,16.46,50.58,8,Rabi,0,0,0,healthy
mungbean,25.66,43.43,58.09,6.87,26.78,30.98,22.79,20.29,61.77,1,Summer,0,1,1,healthy
mungbean,21.63,44.47,205.22,7.55,56.54,17.2,50.49,24.88,41.63,10,Rabi,1,0,1,bacterial_blight
mungbean,20.31,51.66,144.47,5.68,41.56,15.47,55.35,8.06,64.11,7,Summer,0,1,1,healthy
mungbean,29.07,54.98,192.0,5.54,39.37,43.78,17.21,11.44,58.75,8,Summer,0,0,1,bacterial_blight
mungbean,20.84,64.59,180.75,7.5,44.19,47.11,44.69,22.32,64.74,8,Kharif,0,1,1,healthy
mungbean,29.19,70.46,201.8,5.53,44.93,32.02,21.88,5.65,37.59,6,Rabi,1,1,1,healthy
mungbean,29.06,60.27,98.85,7.05,75.45,35.03,48.04,11.02,61.23,1,Rabi,1,1,1,rust
mungbean,26.85,79.84,178.03,5.74,39.0,24.86,25.85,15.71,48.65,6,Summer,0,1,0,healthy
mungbean,24.79,68.71,55.26,7.36,28.7,14.57,15.06,8.84,69.75,8,Summer,0,1,0,healthy
mungbean,20.17,52.08,96.66,6.1,34.66,40.47,19.91,10.76,55.51,1,Rabi,0,1,0,healthy
mungbean,30.78,53.12,177.76,5.98,72.64,12.83,37.98,13.21,30.46,1,Kharif,1,0,1,healthy
mungbean,28.96,66.17,104.6,6.08,25.83,32.77,54.87,19.79,66.3,6,Summer,1,0,0,healthy
mungbean,30.2,48.06,67.77,7.59,65.72,26.51,53.79,13.25,37.0,4,Summer,1,1,0,healthy
mungbean,26.08,77.88,247.0,7.27,71.75,30.15,23.5,24.56,56.86,9,Rabi,1,0,1,healthy
mungbean,23.17,77.01,51.91,6.39,65.36,24.31,18.27,21.77,56.49,10,Summer,0,0,0,healthy
mungbean,31.16,64.08,66.74,6.77,57.7,34.34,18.07,23.4,69.98,8,Rabi,0,0,0,bacterial_blight
mungbean,32.56,58.52,290.34,5.79,55.44,26.18,38.34,24.09,52.44,7,Rabi,0,0,0,healthy
mungbean,30.67,59.57,234.05,6.21,63.64,22.42,30.55,12.55,47.99,4,Rabi,1,0,1,healthy
mungbean,30.55,43.76,287.03,6.76,20.85,13.79,23.14,18.73,44.07,5,Summer,1,1,1,rust
mungbean,33.93,52.99,147.63,5.59,46.83,37.92,58.05,22.01,67.13,2,Kharif,0,0,1,healthy
mungbean,26.47,68.99,85.78,6.28,78.33,20.49,34.43,11.42,61.77,2,Summer,0,0,0,healthy
mungbean,27.92,47.06,129.77,5.88,55.21,28.04,40.78,7.63,60.83,4,Rabi,0,0,1,healthy
mungbean,21.82,48.73,220.7,7.66,75.12,13.32,51.35,21.77,36.24,12,Rabi,0,1,1,healthy
mungbean,31.68,53.89,71.1,7.77,52.48,44.81,46.18,23.59,36.29,2,Summer,1,0,0,healthy
mungbean,34.18,70.26,92.83,6.71,49.45,17.99,56.44,5.58,47.7,2,Summer,0,1,1,healthy
mungbean,21.08,83.46,288.96,6.17,70.67,39.19,40.26,8.79,49.15,9,Rabi,0,1,1,bacterial_blight
mungbean,24.36,72.65,177.1,7.14,65.06,32.0,20.59,8.06,32.63,12,Summer,1,1,0,healthy
mungbean,26.76,68.46,90.19,7.03,69.76,12.12,42.9,7.39,34.86,3,Summer,0,0,0,healthy
mungbean,34.18,59.6,125.01,6.22,73.71,31.77,44.61,21.03,39.21,5,Summer,0,1,0,healthy
mungbean,21.77,67.48,232.05,5.82,49.97,19.68,53.24,20.36,32.25,2,Rabi,0,0,1,healthy
mungbean,26.4,61.0,257.65,6.63,26.71,25.82,56.26,13.69,64.75,5,Kharif,1,1,0,rust
mungbean,26.08,61.93,268.47,7.95,69.17,40.49,39.34,10.74,55.26,5,Rabi,0,1,1,healthy
mungbean,20.87,50.9,204.15,6.77,44.24,44.09,25.0,13.46,69.56,12,Rabi,1,0,0,healthy
mungbean,26.19,73.69,286.98,6.61,78.32,47.93,30.44,8.44,63.52,2,Summer,1,0,0,rust
mungbean,21.33,46.05,288.06,7.88,53.17,30.7,16.07,24.84,38.58,6,Summer,1,1,1,healthy
mungbean,33.78,42.54,122.23,7.13,42.59,49.43,48.7,16.09,47.37,12,Kharif,1,0,1,healthy
mungbean,22.74,54.38,96.2,7.69,58.32,10.46,15.74,7.71,33.28,4,Rabi,0,1,0,healthy
mungbean,23.94,77.92,74.63,7.07,20.63,31.94,58.44,19.55,48.69,3,Rabi,0,1,1,rust
mungbean,27.01,72.07,67.15,7.32,76.34,28.89,35.46,8.83,66.09,3,Kharif,0,1,0,healthy
mungbean,22.82,60.27,188.43,6.36,29.33,37.78,50.92,20.56,69.24,9,Kharif,0,0,0,rust
mungbean,29.52,54.35,109.97,7.66,57.8,37.26,41.89,9.71,52.34,11,Summer,1,1,0,healthy
mungbean,26.76,63.33,67.69,7.37,56.65,44.0,29.26,11.47,34.08,10,Rabi,0,1,1,healthy
mungbean,25.86,79.13,122.57,6.17,28.23,48.45,26.69,12.49,67.88,10,Kharif,0,0,1,rust
mungbean,27.15,57.91,158.19,7.46,41.61,30.31,54.49,10.42,54.63,5,Kharif,1,1,1,healthy
mungbean,34.59,58.75,284.68,5.89,21.46,44.89,37.39,14.14,68.74,5,Kharif,0,1,1,healthy
mungbean,33.85,42.1,174.31,6.85,77.27,19.44,19.95,24.54,51.0,8,Summer,1,0,1,healthy
mungbean,33.29,46.45,78.6,6.23,29.89,11.38,58.71,6.87,59.41,1,Summer,0,1,1,healthy
mungbean,29.46,77.59,129.66,5.71,76.5,13.27,21.17,24.25,57.75,10,Rabi,1,0,0,healthy
mungbean,23.71,44.29,279.78,6.68,54.16,31.41,21.64,24.53,66.31,1,Kharif,1,1,0,healthy
mungbean,33.31,64.87,62.96,7.5,76.23,46.32,36.04,18.71,53.98,4,Rabi,0,1,1,healthy
mungbean,33.79,75.7,210.11,7.76,32.99,20.03,23.27,12.62,57.96,1,Rabi,1,1,0,healthy
mungbean,21.12,41.61,195.68,6.49,27.46,48.57,39.17,21.75,40.99,5,Rabi,1,0,0,healthy
mungbean,32.16,41.08,111.73,7.76,45.22,10.62,36.95,14.2,40.17,11,Rabi,1,1,1,healthy
mungbean,24.05,73.47,198.57,5.88,67.66,48.72,25.39,10.07,65.58,7,Summer,1,1,1,healthy
mungbean,24.97,30.5,203.11,6.55,43.41,18.05,46.86,14.95,56.61,12,Summer,1,1,0,rust
mungbean,30.3,65.2,116.04,7.56,33.9,47.67,20.5,21.87,51.83,4,Rabi,0,1,0,healthy
mungbean,23.62,53.63,148.11,7.03,45.01,24.98,31.03,23.79,32.59,11,Summer,0,0,1,healthy
mungbean,23.0,63.84,147.84,7.84,25.29,48.37,43.02,10.62,34.16,2,Rabi,0,0,1,bacterial_blight
mungbean,21.76,72.01,170.23,6.8,71.66,41.34,23.08,13.66,32.07,7,Kharif,0,0,1,healthy
mungbean,28.0,36.92,206.75,7.29,56.61,35.01,32.77,6.1,49.42,10,Summer,1,0,1,bacterial_blight
mungbean,31.53,40.26,74.5,6.72,30.85,18.2,37.99,5.63,44.06,2,Kharif,1,1,1,healthy
mungbean,34.71,63.64,226.61,6.89,20.72,17.46,21.18,10.18,33.96,4,Summer,0,0,1,healthy
mungbean,29.19,74.99,278.62,7.39,38.5,47.56,21.42,17.68,49.54,1,Summer,0,1,0,healthy
mungbean,34.77,49.76,187.19,7.67,24.2,33.35,38.79,19.36,63.61,7,Kharif,1,0,1,healthy
mungbean,20.6,79.12,275.28,5.7,32.12,11.85,35.83,9.66,44.95,3,Rabi,0,0,0,healthy
mungbean,23.31,44.93,171.56,6.55,28.22,45.16,33.68,23.95,66.24,9,Kharif,1,1,1,healthy
mungbean,28.34,43.74,123.69,5.82,62.95,18.78,51.62,23.14,56.64,6,Rabi,0,0,0,healthy
mungbean,30.07,79.65,125.24,7.52,70.92,42.66,37.31,23.39,67.99,9,Rabi,0,1,0,healthy
mungbean,28.26,54.17,67.83,6.67,32.52,24.06,51.33,16.62,65.51,10,Rabi,0,1,1,healthy
mungbean,21.5,60.48,154.5,7.73,57.03,41.3,42.71,22.88,47.41,4,Summer,1,1,1,healthy
mungbean,22.78,45.25,101.48,6.29,27.28,22.09,58.28,6.92,63.24,5,Rabi,0,0,0,healthy
mungbean,23.66,48.47,157.63,7.21,59.6,21.56,21.1,20.85,57.81,12,Kharif,1,0,1,healthy
mungbean,35.31,36.46,149.49,7.51,53.35,23.3,46.59,23.89,34.21,1,Kharif,0,0,1,bacterial_blight
mungbean,24.12,41.67,116.83,6.07,56.81,28.73,58.75,13.0,34.62,9,Summer,0,1,0,healthy
mungbean,24.19,65.31,126.01,6.78,24.2,46.12,51.45,8.39,45.03,5,Rabi,0,1,0,bacterial_blight
mungbean,21.04,76.16,245.01,7.33,78.62,13.16,51.98,5.37,54.5,8,Summer,1,1,0,healthy
mungbean,21.11,49.15,105.53,6.35,70.0,34.04,52.96,10.18,39.29,3,Summer,0,0,0,healthy
mungbean,25.51,64.39,150.37,6.19,62.67,43.04,22.52,21.71,36.65,5,Rabi,0,0,0,healthy
mungbean,26.31,75.68,91.6,7.18,74.48,27.69,48.6,8.98,51.77,12,Kharif,1,0,0,healthy
mungbean,25.94,61.0,275.59,5.53,61.29,36.58,30.98,24.65,41.49,7,Summer,1,1,1,healthy
mungbean,26.34,77.84,173.0,6.71,49.95,38.29,48.99,8.14,34.52,3,Kharif,1,1,1,healthy
mungbean,26.53,50.34,115.11,5.99,21.87,39.46,31.56,5.02,67.12,3,Rabi,0,0,0,healthy
mungbean,28.76,45.53,218.32,6.06,38.56,25.45,58.36,12.39,46.99,1,Summer,0,1,1,healthy
mungbean,28.56,61.98,282.99,6.22,56.72,10.76,32.61,13.13,67.74,5,Rabi,1,0,1,healthy
mungbean,26.95,59.42,194.41,7.24,78.95,10.51,21.17,15.07,67.6,5,Summer,0,1,1,healthy
mungbean,24.98,70.2,268.93,6.69,70.47,42.58,51.8,18.56,35.66,9,Kharif,0,1,1,healthy
